hhid,sectiono1,sectiono3,sectiono4,sectiono5
165,pigs,no,,
165,chickens,yes,3,180
165,ducks/geese,no,,
165,beehives,no,,
165,other,no,,
166,calves,yes,2,400
166,bulls,no,,
166,oxen,yes,6,50000
166,heifer,no,,
166,cows,yes,4,12000
166,young bulls,yes,2,3000
166,sheep,no,,
166,goats,no,,
166,horses,no,,
166,donkeys,yes,5,6000
166,mules,no,,
166,camels,no,,
166,pigs,no,,
166,chickens,yes,4,400
166,ducks/geese,no,,
166,beehives,no,,
166,other,no,,
167,calves,no,,
167,bulls,no,,
167,oxen,yes,1,3000
167,heifer,no,,
167,cows,no,,
167,young bulls,no,,
167,sheep,no,,
167,goats,no,,
167,horses,no,,
167,donkeys,no,,
167,mules,no,,
167,camels,no,,
167,pigs,no,,
167,chickens,no,,
167,ducks/geese,no,,
167,beehives,no,,
167,other,no,,
168,calves,no,,
168,bulls,no,,
168,oxen,no,,
168,heifer,no,,
168,cows,no,,
168,young bulls,no,,
168,sheep,no,,
168,goats,no,,
168,horses,no,,
168,donkeys,no,,
168,mules,no,,
168,camels,no,,
168,pigs,no,,
168,chickens,no,,
168,ducks/geese,no,,
168,beehives,no,,
168,other,no,,
169,calves,no,,
169,bulls,no,,
169,oxen,yes,3,18000
169,heifer,yes,2,5000
169,cows,no,,
169,young bulls,no,,
169,sheep,no,,
169,goats,no,,
169,horses,no,,
169,donkeys,yes,1,200
169,mules,no,,
169,camels,no,,
169,pigs,no,,
169,chickens,no,,
169,ducks/geese,no,,
169,beehives,no,,
169,other,no,,
170,calves,yes,1,1400
170,bulls,no,,
170,oxen,yes,3,21000
170,heifer,yes,1,5000
170,cows,yes,1,6000
170,young bulls,yes,1,4500
170,sheep,yes,3,2100
170,goats,no,,
170,horses,no,,
170,donkeys,yes,1,2000
170,mules,no,,
170,camels,no,,
170,pigs,no,,
170,chickens,yes,1,70
170,ducks/geese,no,,
170,beehives,yes,1,400
170,other,no,,
171,calves,no,,
171,bulls,yes,1,4000
171,oxen,yes,4,28000
171,heifer,yes,2,6000
171,cows,yes,1,3500
171,young bulls,no,,
171,sheep,yes,3,2100
171,goats,no,,
171,horses,no,,
171,donkeys,yes,3,6000
171,mules,no,,
171,camels,no,,
171,pigs,no,,
171,chickens,yes,4,320
171,ducks/geese,no,,
171,beehives,yes,1,400
171,other,no,,
172,calves,no,,
172,bulls,no,,
172,oxen,yes,2,12000
172,heifer,yes,1,3000
172,cows,no,,
172,young bulls,no,,
172,sheep,no,,
172,goats,no,,
172,horses,no,,
172,donkeys,yes,1,2000
172,mules,no,,
172,camels,no,,
172,pigs,no,,
172,chickens,yes,2,160
172,ducks/geese,no,,
172,beehives,no,,
172,other,no,,
173,calves,no,,
173,bulls,no,,
173,oxen,yes,2,12000
173,heifer,yes,1,2500
173,cows,no,,
173,young bulls,no,,
173,sheep,no,,
173,goats,no,,
173,horses,no,,
173,donkeys,yes,1,2000
173,mules,no,,
173,camels,no,,
173,pigs,no,,
173,chickens,yes,5,300
173,ducks/geese,no,,
173,beehives,no,,
173,other,no,,
174,calves,yes,2,1000
174,bulls,no,,
174,oxen,yes,2,14000
174,heifer,no,,
174,cows,yes,2,6000
174,young bulls,no,,
174,sheep,no,,
174,goats,yes,2,800
174,horses,no,,
174,donkeys,yes,2,1000
174,mules,yes,1,4000
174,camels,no,,
174,pigs,no,,
174,chickens,yes,2,160
174,ducks/geese,no,,
174,beehives,no,,
174,other,no,,
175,calves,no,,
175,bulls,no,,
175,oxen,yes,6,60000
175,heifer,yes,2,4000
175,cows,yes,2,12000
175,young bulls,no,,
175,sheep,no,,
175,goats,no,,
175,horses,no,,
175,donkeys,yes,3,5000
175,mules,no,,
175,camels,no,,
175,pigs,no,,
175,chickens,yes,4,340
175,ducks/geese,no,,
175,beehives,no,,
175,other,no,,
176,calves,no,,
176,bulls,no,,
176,oxen,yes,2,24000
176,heifer,no,,
176,cows,no,,
176,young bulls,no,,
176,sheep,no,,
176,goats,no,,
176,horses,no,,
176,donkeys,yes,1,1700
176,mules,no,,
176,camels,no,,
176,pigs,no,,
176,chickens,no,,
176,ducks/geese,no,,
176,beehives,no,,
176,other,no,,
177,calves,yes,3,6000
177,bulls,no,,
177,oxen,yes,3,33000
177,heifer,no,,
177,cows,yes,2,10000
177,young bulls,no,,
177,sheep,yes,16,16000
177,goats,no,,
177,horses,no,,
177,donkeys,yes,3,4000
177,mules,no,,
177,camels,no,,
177,pigs,no,,
177,chickens,yes,6,600
177,ducks/geese,no,,
177,beehives,no,,
177,other,no,,
178,calves,yes,2,3200
178,bulls,yes,2,18000
178,oxen,yes,8,54000
178,heifer,yes,3,15000
178,cows,yes,5,30000
178,young bulls,yes,4,20000
178,sheep,yes,8,4800
178,goats,yes,12,9600
178,horses,no,,
178,donkeys,yes,3,9000
178,mules,yes,1,20000
178,camels,no,,
178,pigs,no,,
178,chickens,yes,10,1000
178,ducks/geese,no,,
178,beehives,no,,
178,other,no,,
179,calves,yes,2,3000
179,bulls,no,,
179,oxen,yes,2,24000
179,heifer,no,,
179,cows,yes,1,4000
179,young bulls,no,,
179,sheep,no,,
179,goats,no,,
179,horses,no,,
179,donkeys,yes,3,3500
179,mules,no,,
179,camels,no,,
179,pigs,no,,
179,chickens,no,,
179,ducks/geese,no,,
179,beehives,no,,
179,other,no,,
180,calves,yes,1,500
180,bulls,yes,1,5000
180,oxen,yes,3,21000
180,heifer,no,,
180,cows,yes,1,2000
180,young bulls,no,,
180,sheep,no,,
180,goats,no,,
180,horses,no,,
180,donkeys,yes,2,3000
180,mules,no,,
180,camels,no,,
180,pigs,no,,
180,chickens,no,,
180,ducks/geese,no,,
180,beehives,no,,
180,other,no,,
182,calves,yes,1,2500
182,bulls,no,,
182,oxen,yes,4,40000
182,heifer,no,,
182,cows,no,,
182,young bulls,no,,
182,sheep,yes,6,2500
182,goats,no,,
182,horses,no,,
182,donkeys,yes,4,7000
182,mules,no,,
182,camels,no,,
182,pigs,no,,
182,chickens,yes,6,500
182,ducks/geese,no,,
182,beehives,no,,
182,other,no,,
183,calves,yes,3,1200
183,bulls,yes,1,5000
183,oxen,yes,5,40000
183,heifer,yes,1,1000
183,cows,yes,3,15000
183,young bulls,no,,
183,sheep,no,,
183,goats,no,,
183,horses,no,,
183,donkeys,yes,5,5000
183,mules,no,,
183,camels,no,,
183,pigs,no,,
183,chickens,no,,
183,ducks/geese,no,,
183,beehives,yes,4,350
183,other,no,,
184,calves,yes,1,500
184,bulls,no,,
184,oxen,yes,4,28000
184,heifer,yes,1,2000
184,cows,yes,1,3000
184,young bulls,no,,
184,sheep,no,,
184,goats,no,,
184,horses,no,,
184,donkeys,yes,3,4500
184,mules,no,,
184,camels,no,,
184,pigs,no,,
184,chickens,yes,5,500
184,ducks/geese,no,,
184,beehives,no,,
184,other,no,,
185,calves,yes,4,6000
185,bulls,yes,1,5000
185,oxen,yes,6,90000
185,heifer,yes,3,9000
185,cows,yes,5,20000
185,young bulls,yes,1,5000
185,sheep,no,,
185,donkeys,yes,4,10500
185,mules,no,,
185,camels,no,,
185,pigs,no,,
185,chickens,yes,13,1040
185,ducks/geese,no,,
185,beehives,no,,
185,other,no,,
186,calves,yes,1,1000
186,bulls,no,,
186,oxen,yes,4,32000
186,heifer,yes,1,3000
186,cows,yes,1,3500
186,young bulls,yes,1,2000
186,sheep,yes,7,6000
186,goats,no,,
186,horses,yes,1,4000
186,donkeys,yes,4,8000
186,mules,no,,
186,camels,no,,
186,pigs,no,,
186,chickens,yes,6,480
186,ducks/geese,no,,
186,beehives,no,,
186,other,no,,
187,calves,yes,2,3000
187,bulls,no,,
187,oxen,yes,2,20000
187,heifer,yes,2,4000
187,cows,yes,1,3000
187,young bulls,no,,
187,sheep,no,,
187,goats,no,,
187,horses,no,,
187,donkeys,yes,3,6000
187,mules,no,,
187,camels,no,,
187,pigs,no,,
187,chickens,yes,8,400
187,ducks/geese,no,,
187,beehives,no,,
187,other,no,,
188,calves,yes,5,7500
188,bulls,no,,
188,oxen,yes,6,24000
188,heifer,no,,
188,cows,yes,5,20000
188,young bulls,no,,
188,sheep,no,,
188,goats,yes,10,3000
188,horses,no,,
188,donkeys,yes,4,6000
188,mules,no,,
188,camels,no,,
188,pigs,no,,
188,chickens,no,,
188,ducks/geese,no,,
188,beehives,no,,
188,other,no,,
189,calves,yes,2,3000
189,bulls,no,,
189,oxen,yes,4,40000
189,heifer,yes,1,2000
189,cows,yes,1,3000
189,young bulls,no,,
189,sheep,no,,
189,goats,yes,8,5600
189,horses,no,,
189,donkeys,yes,4,3500
189,mules,no,,
189,camels,no,,
189,pigs,no,,
189,chickens,no,,
189,ducks/geese,no,,
189,beehives,no,,
189,other,no,,
190,calves,no,,
190,bulls,no,,
190,oxen,yes,2,20
190,heifer,yes,1,5000
190,cows,no,,
190,young bulls,no,,
190,sheep,yes,3,1600
190,goats,no,,
190,horses,no,,
190,donkeys,yes,1,1000
190,mules,no,,
190,camels,no,,
190,pigs,no,,
190,chickens,no,,
190,ducks/geese,no,,
190,beehives,no,,
190,other,no,,
191,calves,yes,2,800
191,bulls,yes,1,1500
191,oxen,yes,4,20000
191,heifer,no,,
191,cows,yes,2,3000
191,young bulls,no,,
191,sheep,no,,
191,goats,yes,3,1500
191,horses,no,,
191,donkeys,yes,1,600
191,mules,yes,1,6000
191,camels,no,,
191,pigs,no,,
191,chickens,yes,3,300
191,ducks/geese,no,,
191,beehives,yes,8,5000
191,other,no,,
192,calves,yes,1,1000
192,bulls,no,,
192,oxen,yes,2,20000
192,heifer,no,,
192,cows,yes,1,2000
192,young bulls,no,,
192,sheep,no,,
192,goats,yes,5,2000
192,horses,no,,
192,donkeys,yes,2,1500
192,mules,no,,
192,camels,no,,
192,pigs,no,,
192,chickens,yes,4,100
192,ducks/geese,no,,
192,beehives,no,,
192,other,no,,
193,calves,yes,1,400
193,bulls,no,,
193,oxen,yes,4,38000
193,heifer,yes,1,4000
193,cows,yes,1,5000
193,young bulls,no,,
193,sheep,no,,
193,goats,yes,8,3600
193,horses,no,,
193,donkeys,yes,2,1800
193,mules,yes,1,6000
193,camels,no,,
193,pigs,no,,
193,chickens,yes,5,350
193,ducks/geese,no,,
193,beehives,no,,
193,other,no,,
194,calves,yes,2,100
194,bulls,yes,1,2900
194,oxen,yes,3,21000
194,heifer,no,,
194,cows,yes,2,1000
194,young bulls,yes,2,7
194,sheep,no,,
194,goats,no,,
194,horses,no,,
194,donkeys,yes,1,1700
194,mules,no,,
194,camels,no,,
194,pigs,no,,
194,chickens,yes,5,350
194,ducks/geese,no,,
194,beehives,no,,
194,other,no,,
195,calves,no,,
195,bulls,no,,
195,oxen,yes,2,17000
195,heifer,no,,
195,cows,no,,
195,young bulls,no,,
195,sheep,no,,
195,goats,yes,12,8000
195,horses,no,,
195,donkeys,yes,4,8000
195,mules,no,,
195,camels,no,,
195,pigs,no,,
195,chickens,no,,
195,ducks/geese,no,,
195,beehives,no,,
195,other,no,,
196,calves,yes,2,3000
196,bulls,no,,
196,oxen,yes,4,40000
196,heifer,no,,
196,cows,yes,1,4000
196,young bulls,no,,
196,sheep,yes,4,4000
196,goats,yes,6,4200
196,horses,yes,1,4000
196,donkeys,yes,3,5500
196,mules,no,,
196,camels,no,,
196,pigs,no,,
196,chickens,yes,4,400
196,ducks/geese,no,,
196,beehives,yes,2,800
196,other,no,,
197,calves,no,,
197,bulls,no,,
197,oxen,yes,4,28000
197,heifer,no,,
197,cows,no,,
197,young bulls,no,,
197,sheep,yes,4,2000
197,goats,no,,
197,horses,no,,
197,donkeys,yes,3,4500
197,mules,no,,
197,camels,no,,
197,pigs,no,,
197,chickens,yes,5,600
197,ducks/geese,no,,
197,beehives,no,,
197,other,no,,
198,calves,no,,
198,bulls,no,,
198,oxen,yes,6,48000
198,heifer,yes,1,2000
198,cows,yes,2,6000
198,young bulls,no,,
198,sheep,no,,
198,goats,no,,
198,horses,no,,
198,donkeys,yes,3,4500
198,mules,no,,
198,camels,no,,
198,pigs,no,,
198,chickens,yes,20,1800
198,ducks/geese,no,,
198,beehives,no,,
198,other,no,,
199,calves,no,,
199,bulls,no,,
199,oxen,yes,4,27000
199,heifer,yes,2,5500
199,cows,no,,
199,young bulls,no,,
199,sheep,no,,
199,goats,yes,7,3000
199,horses,no,,
199,donkeys,yes,2,3600
199,mules,no,,
199,camels,no,,
199,pigs,no,,
199,chickens,yes,8,480
199,ducks/geese,no,,
199,beehives,no,,
199,other,no,,
200,calves,yes,2,10000
200,bulls,yes,1,20000
200,oxen,yes,10,100000
200,heifer,no,,
200,cows,yes,3,60000
200,young bulls,no,,
200,sheep,yes,10,10000
200,goats,no,,
200,horses,yes,1,5000
200,donkeys,yes,4,6000
200,mules,no,,
200,camels,no,,
200,pigs,no,,
200,chickens,yes,100,10000
200,ducks/geese,no,,
200,beehives,no,,
200,other,no,,
201,calves,no,,
201,bulls,no,,
201,oxen,no,,
201,heifer,no,,
201,cows,no,,
201,young bulls,no,,
201,sheep,no,,
201,goats,no,,
201,horses,no,,
201,donkeys,no,,
201,mules,no,,
201,camels,no,,
201,pigs,no,,
201,chickens,no,,
201,ducks/geese,no,,
201,beehives,no,,
201,other,no,,
202,calves,no,,
202,bulls,no,,
202,oxen,yes,2,10000
202,heifer,no,,
202,cows,no,,
202,young bulls,no,,
202,sheep,no,,
202,goats,no,,
202,horses,no,,
202,donkeys,yes,1,2000
202,mules,no,,
202,camels,no,,
202,pigs,no,,
202,chickens,yes,10,500
202,ducks/geese,no,,
202,beehives,no,,
202,other,no,,
203,calves,no,,
203,bulls,yes,1,3000
203,oxen,yes,4,21000
203,heifer,yes,1,4000
203,cows,no,,
203,young bulls,no,,
203,sheep,yes,4,2000
203,goats,yes,10,5000
203,horses,no,,
203,donkeys,yes,1,3000
203,mules,no,,
203,camels,no,,
203,pigs,no,,
203,chickens,no,,
203,ducks/geese,no,,
203,beehives,no,,
203,other,no,,
204,calves,yes,1,1000
204,bulls,yes,2,9000
204,oxen,yes,3,45000
204,heifer,yes,2,14000
204,cows,yes,1,6000
204,young bulls,no,,
204,sheep,no,,
204,goats,no,,
204,horses,no,,
204,donkeys,yes,6,21000
204,mules,no,,
204,camels,no,,
204,pigs,no,,
204,chickens,yes,2,400
204,ducks/geese,no,,
204,beehives,no,,
204,other,no,,
205,calves,yes,1,1000
205,bulls,yes,2,10000
205,oxen,yes,6,54000
205,heifer,yes,1,5000
205,cows,yes,1,8000
205,young bulls,no,,
205,sheep,yes,4,2100
205,goats,no,,
205,horses,no,,
205,donkeys,yes,4,2100
205,mules,no,,
205,camels,no,,
205,pigs,no,,
205,chickens,no,,
205,ducks/geese,no,,
205,beehives,no,,
205,other,no,,
206,calves,no,,
206,bulls,no,,
206,oxen,yes,1,8000
206,heifer,no,,
206,cows,no,,
206,young bulls,no,,
206,sheep,no,,
206,goats,no,,
206,horses,no,,
206,donkeys,yes,1,800
206,mules,no,,
206,camels,no,,
206,pigs,no,,
206,chickens,no,,
206,ducks/geese,no,,
206,beehives,no,,
206,other,no,,
207,calves,yes,2,1000
207,bulls,no,,
207,oxen,yes,4,32
207,heifer,yes,1,1600
207,cows,yes,3,6000
207,young bulls,no,,
207,sheep,no,,
207,goats,yes,6,3000
207,horses,no,,
207,donkeys,yes,1,2000
207,mules,no,,
207,camels,no,,
207,pigs,no,,
207,chickens,yes,4,450
207,ducks/geese,no,,
207,beehives,no,,
207,other,no,,
208,calves,no,,
208,bulls,yes,1,2000
208,oxen,yes,6,20000
208,heifer,yes,2,8000
208,cows,no,,
208,young bulls,no,,
208,sheep,no,,
208,goats,no,,
208,horses,yes,1,7000
208,donkeys,yes,2,4000
208,mules,no,,
208,camels,no,,
208,pigs,no,,
208,chickens,no,,
208,ducks/geese,no,,
208,beehives,no,,
208,other,no,,
209,calves,yes,1,2000
209,bulls,no,,
209,oxen,yes,2,16000
209,heifer,no,,
209,cows,yes,1,3000
209,young bulls,no,,
209,sheep,no,,
209,goats,no,,
209,horses,no,,
209,donkeys,yes,1,1400
209,mules,no,,
209,camels,no,,
209,pigs,no,,
209,chickens,yes,2,100
209,ducks/geese,no,,
209,beehives,no,,
209,other,no,,
210,calves,yes,1,1000
210,bulls,no,,
210,oxen,yes,2,20000
210,heifer,no,,
210,cows,no,,
210,young bulls,no,,
210,sheep,yes,4,2000
210,goats,no,,
210,horses,no,,
210,donkeys,yes,1,1500
210,mules,no,,
210,camels,no,,
210,pigs,no,,
210,chickens,yes,8,560
210,ducks/geese,no,,
210,beehives,no,,
210,other,no,,
211,calves,yes,1,1500
211,bulls,no,,
211,oxen,yes,2,14000
211,heifer,no,,
211,cows,yes,1,3000
211,young bulls,no,,
211,sheep,no,,
211,goats,no,,
211,horses,no,,
211,donkeys,yes,1,2000
211,mules,no,,
211,camels,no,,
211,pigs,no,,
211,chickens,yes,3,180
211,ducks/geese,no,,
211,beehives,yes,1,24
211,other,no,,
212,calves,yes,2,1000
212,bulls,no,,
212,oxen,yes,8,44000
212,heifer,yes,2,4500
212,cows,yes,2,5000
212,young bulls,yes,1,2800
212,sheep,yes,15,7500
212,goats,no,,
212,horses,no,,
212,donkeys,yes,4,8000
212,mules,no,,
212,camels,no,,
212,pigs,no,,
212,chickens,yes,10,800
212,ducks/geese,no,,
212,beehives,no,,
212,other,no,,
213,calves,yes,2,4000
213,bulls,no,,
213,oxen,yes,2,20000
213,heifer,no,,
213,cows,yes,2,8000
213,young bulls,yes,2,6000
213,sheep,no,,
213,goats,no,,
213,horses,no,,
213,donkeys,yes,2,560
213,mules,no,,
213,camels,no,,
213,pigs,no,,
213,chickens,yes,8,560
213,ducks/geese,no,,
213,beehives,no,,
213,other,no,,
214,calves,no,,
214,bulls,no,,
214,oxen,yes,2,20000
214,heifer,no,,
214,cows,no,,
214,young bulls,no,,
214,sheep,no,,
214,goats,no,,
214,horses,no,,
214,donkeys,yes,1,1500
214,mules,no,,
214,camels,no,,
214,pigs,no,,
214,chickens,yes,4,320
214,ducks/geese,no,,
214,beehives,no,,
214,other,no,,
215,calves,no,,
215,bulls,no,,
215,oxen,yes,2,10000
215,heifer,no,,
215,cows,no,,
215,young bulls,no,,
215,sheep,yes,3,2000
215,goats,no,,
215,horses,yes,1,4000
215,donkeys,yes,2,2000
215,mules,no,,
215,camels,no,,
215,pigs,no,,
215,chickens,no,,
215,ducks/geese,no,,
215,beehives,no,,
215,other,no,,
216,calves,no,,
216,bulls,no,,
216,oxen,yes,2,14000
216,heifer,no,,
216,cows,yes,1,5000
216,young bulls,yes,1,1000
216,sheep,no,,
216,goats,no,,
216,horses,no,,
216,donkeys,yes,1,2000
216,mules,no,,
216,camels,no,,
216,pigs,no,,
216,chickens,no,,
216,ducks/geese,no,,
216,beehives,no,,
216,other,no,,
217,calves,no,,
217,bulls,no,,
217,oxen,yes,2,18000
217,heifer,no,,
217,cows,no,,
217,young bulls,no,,
217,sheep,no,,
217,goats,no,,
217,horses,no,,
217,donkeys,yes,3,2500
217,mules,no,,
217,camels,no,,
217,pigs,no,,
217,chickens,no,,
217,ducks/geese,no,,
217,beehives,no,,
217,other,no,,
218,calves,yes,2,3000
218,bulls,yes,1,5000
218,oxen,yes,2,16000
218,heifer,no,,
218,cows,yes,1,4500
218,young bulls,no,,
218,sheep,no,,
218,goats,no,,
218,horses,no,,
218,donkeys,yes,1,14000
218,mules,no,,
218,camels,no,,
218,pigs,no,,
218,chickens,yes,4,200
218,ducks/geese,no,,
218,beehives,no,,
218,other,no,,
219,calves,yes,2,1000
219,bulls,yes,2,6000
219,oxen,yes,6,60000
219,heifer,no,,
219,cows,yes,2,8000
219,young bulls,no,,
219,sheep,yes,6,3000
219,goats,yes,10,7000
219,horses,yes,1,3000
219,donkeys,yes,4,8000
219,mules,no,,
219,camels,no,,
219,pigs,no,,
219,chickens,no,,
219,ducks/geese,no,,
219,beehives,no,,
219,other,no,,
220,calves,no,,
220,bulls,yes,1,8000
220,oxen,yes,2,20000
220,heifer,yes,1,6000
220,cows,no,,
220,young bulls,yes,1,2000
220,sheep,yes,7,1400
220,goats,no,,
220,horses,no,,
220,donkeys,yes,2,3000
220,mules,no,,
220,camels,no,,
220,pigs,no,,
220,chickens,yes,10,500
220,ducks/geese,no,,
220,beehives,no,,
220,other,no,,
221,calves,yes,2,2800
221,bulls,yes,1,3500
221,oxen,yes,3,17000
221,heifer,no,,
221,cows,yes,2,6000
221,young bulls,no,,
221,sheep,no,,
221,goats,yes,2,1700
221,horses,no,,
221,donkeys,no,,
221,mules,no,,
221,camels,no,,
221,pigs,no,,
221,chickens,yes,8,600
221,ducks/geese,no,,
221,beehives,no,,
221,other,no,,
222,calves,yes,3,1500
222,bulls,no,,
222,oxen,yes,2,48000
222,heifer,yes,2,16000
222,cows,yes,2,14000
222,young bulls,no,,
222,sheep,yes,5,3000
222,goats,yes,2,600
222,horses,no,,
222,donkeys,yes,1,1500
222,mules,no,,
222,camels,no,,
222,pigs,no,,
222,chickens,yes,5,350
222,ducks/geese,no,,
222,beehives,no,,
222,other,no,,
223,calves,no,,
223,bulls,yes,2,6000
223,oxen,yes,2,20000
223,heifer,yes,1,2000
223,cows,no,,
223,young bulls,no,,
223,sheep,no,,
223,goats,no,,
223,horses,no,,
223,donkeys,yes,2,2000
223,mules,no,,
223,camels,no,,
223,pigs,no,,
223,chickens,yes,2,200
223,ducks/geese,no,,
223,beehives,no,,
223,other,no,,
224,calves,yes,2,1600
224,bulls,no,,
224,oxen,yes,6,40000
224,heifer,no,,
224,cows,yes,2,40000
224,young bulls,no,,
224,sheep,no,,
224,goats,no,,
224,horses,yes,2,10000
224,donkeys,yes,3,7000
224,mules,no,,
224,camels,no,,
224,pigs,no,,
224,chickens,no,,
224,ducks/geese,no,,
224,beehives,no,,
224,other,no,,
225,calves,yes,2,1000
225,bulls,yes,1,3000
225,oxen,yes,6,60000
225,heifer,no,,
225,cows,yes,2,10000
225,young bulls,no,,
225,sheep,no,,
225,goats,no,,
225,horses,no,,
225,donkeys,yes,2,4000
225,mules,no,,
225,camels,no,,
225,pigs,no,,
225,chickens,yes,2,200
225,ducks/geese,no,,
225,beehives,no,,
225,other,no,,
226,calves,yes,2,1000
226,bulls,no,,
226,oxen,yes,6,48000
226,heifer,no,,
226,cows,yes,2,6000
226,young bulls,no,,
226,sheep,no,,
226,goats,no,,
226,horses,no,,
226,donkeys,yes,3,3000
226,mules,no,,
226,camels,no,,
226,pigs,no,,
226,chickens,yes,20,2000
226,ducks/geese,no,,
226,beehives,no,,
226,other,no,,
227,calves,yes,2,1400
227,bulls,yes,2,10000
227,oxen,yes,3,24000
227,heifer,yes,1,5000
227,cows,yes,3,12000
227,young bulls,yes,1,7000
227,sheep,yes,5,2000
227,goats,no,,
227,horses,no,,
227,donkeys,yes,3,6000
227,mules,no,,
227,camels,no,,
227,pigs,no,,
227,chickens,yes,4,400
227,ducks/geese,no,,
227,beehives,no,,
227,other,no,,
228,calves,no,,
228,bulls,no,,
228,oxen,no,,
228,heifer,yes,2,4500
228,cows,yes,1,5000
228,young bulls,yes,1,3000
228,sheep,yes,2,1400
228,goats,no,,
228,horses,no,,
228,donkeys,no,,
228,mules,no,,
228,camels,no,,
228,pigs,no,,
228,chickens,yes,4,200
228,ducks/geese,no,,
228,beehives,no,,
228,other,no,,
229,calves,no,,
229,bulls,no,,
229,oxen,no,,
229,heifer,yes,1,4000
229,cows,yes,1,3000
229,young bulls,yes,1,2000
229,sheep,no,,
229,goats,no,,
229,horses,no,,
229,donkeys,yes,1,2000
229,mules,no,,
229,camels,no,,
229,pigs,no,,
229,chickens,yes,8,1200
229,ducks/geese,no,,
229,beehives,no,,
229,other,no,,
230,calves,yes,3,3000
230,bulls,no,,
230,oxen,yes,4,24000
230,heifer,no,,
230,cows,yes,3,9000
230,young bulls,no,,
230,sheep,yes,10,6000
230,goats,yes,6,3000
230,horses,no,,
230,donkeys,yes,4,12000
230,mules,no,,
230,camels,no,,
230,pigs,no,,
230,chickens,no,,
230,ducks/geese,no,,
230,beehives,no,,
230,other,no,,
231,calves,no,,
231,bulls,no,,
231,oxen,no,,
231,heifer,no,,
231,cows,no,,
231,young bulls,no,,
231,sheep,yes,4,1800
231,goats,no,,
231,horses,no,,
