hhid,sectionb3,sectionb4,sectionb5,sectionb6,sectionb7,sectionb8,sectionb9,sectionb10,sectionb11,sectionb12,sectionb13,sectionb14,sectionb15
1033,teuf(infertile),2,32,timad,4,0,,,,0,,,
1034,lem (fertile),4,8,timad,1,0,,,,0,,,
1034,lem-teuf,2,6,timad,.75,0,,,,0,,,
1034,teuf(infertile),1,2,timad,.25,0,,,,1,1,timad,.125
1035,lem (fertile),0,,,,0,,,,0,,,
1035,lem-teuf,2,22,timad,2.75,0,,,,0,,,
1035,teuf(infertile),2,7,timad,.875,0,,,,0,,,
1036,lem (fertile),0,,,,0,,,,1,3,timad,.375
1036,lem-teuf,1,14,timad,1.75,0,,,,0,,,
1036,teuf(infertile),0,,,,0,,,,0,,,
1037,lem (fertile),1,4,timad,.5,0,,,,0,,,
1037,lem-teuf,2,8,timad,1,0,,,,1,4,timad,.5
1037,teuf(infertile),0,,,,0,,,,0,,,
1038,lem (fertile),1,4,timad,1,0,,,,0,,,
1038,lem-teuf,0,,,,0,,,,0,,,
1038,teuf(infertile),2,8,timad,2,0,,,,0,,,
1039,lem (fertile),1,4,timad,1,0,,,,0,,,
1039,lem-teuf,1,1,timad,.25,0,,,,0,,,
1039,teuf(infertile),2,4,timad,1,0,,,,0,,,
1040,lem (fertile),0,,,,0,,,,0,,,
1040,lem-teuf,2,9,timad,2.25,0,,,,0,,,
1040,teuf(infertile),1,.75,timad,.1875,0,,,,0,,,
1095,lem (fertile),3,23,kert,5.75,0,,,,0,,,
1095,lem-teuf,2,6,kert,1.5,0,,,,0,,,
1095,teuf(infertile),0,,,,0,,,,0,,,
1096,lem (fertile),1,2,kert,.5,0,,,,1,1.5,kert,.375
1096,lem-teuf,1,1,kert,.25,0,,,,0,,,
1096,teuf(infertile),1,1,kert,.25,0,,,,1,1.5,kert,.375
1097,lem (fertile),2,4,kert,1,0,,,,0,,,
1097,lem-teuf,2,10,kert,2.5,0,,,,0,,,
1097,teuf(infertile),2,9,kert,2.25,0,,,,0,,,
1098,lem (fertile),0,,,,0,,,,1,2,kert,.5
1098,lem-teuf,1,2,kert,.5,0,,,,1,2,kert,.5
1098,teuf(infertile),0,,,,0,,,,0,,,
1099,lem (fertile),1,2,kert,.5,0,,,,0,,,
1099,lem-teuf,4,9,kert,2.25,0,,,,0,,,
1099,teuf(infertile),0,,,,0,,,,0,,,
1100,lem (fertile),1,4,kert,1,0,,,,0,,,
1100,lem-teuf,2,35,kert,8.75,0,,,,0,,,
1100,teuf(infertile),0,,,,0,,,,0,,,
1101,lem (fertile),0,,,,0,,,,0,,,
1101,lem-teuf,3,11,kert,2.75,0,,,,0,,,
1101,teuf(infertile),5,16.5,kert,4.125,0,,,,0,,,
1102,lem (fertile),6,17.5,kert,4.375,0,,,,0,,,
1102,lem-teuf,4,11,kert,2.75,0,,,,0,,,
1102,teuf(infertile),1,6,kert,1.5,0,,,,0,,,
1103,lem (fertile),0,,,,0,,,,0,,,
1103,lem-teuf,6,21,kert,4.1999998,0,,,,0,,,
1103,teuf(infertile),0,,,,0,,,,0,,,
1104,lem (fertile),1,6,kert,1.2,0,,,,0,,,
1104,lem-teuf,0,,,,0,,,,0,,,
1104,teuf(infertile),1,4,kert,.80000001,0,,,,0,,,
1105,lem (fertile),3,13.5,kert,2.7,0,,,,1,6,kert,1.2
1105,lem-teuf,2,5,kert,1,0,,,,0,,,
1105,teuf(infertile),0,,,,0,,,,0,,,
1106,lem (fertile),1,3,kert,.60000002,0,,,,1,4,kert,.80000001
1106,lem-teuf,2,4,kert,.80000001,0,,,,0,,,
1106,teuf(infertile),0,,,,0,,,,0,,,
1107,lem (fertile),1,12,kert,2.4000001,0,,,,0,,,
1107,lem-teuf,0,,,,0,,,,0,,,
1107,teuf(infertile),1,4,kert,.80000001,0,,,,0,,,
1108,lem (fertile),3,12,kert,2.4000001,0,,,,0,,,
1108,lem-teuf,0,,,,0,,,,0,,,
1108,teuf(infertile),0,,,,0,,,,0,,,
1109,lem (fertile),0,,,,0,,,,0,,,
1109,lem-teuf,1,3,kert,.60000002,0,,,,0,,,
1109,teuf(infertile),0,,,,0,,,,0,,,
1110,lem (fertile),5,13,kert,2.5999999,0,,,,0,,,
1110,lem-teuf,0,,,,0,,,,0,,,
1110,teuf(infertile),0,,,,0,,,,0,,,
1111,lem (fertile),0,,,,0,,,,0,,,
1111,lem-teuf,2,6,kert,1.2,0,,,,0,,,
1111,teuf(infertile),0,,,,0,,,,0,,,
1112,lem (fertile),1,.5,kert,.1,0,,,,0,,,
1112,lem-teuf,2,1.75,kert,.34999999,0,,,,1,2,kert,.40000001
1112,teuf(infertile),2,1.25,kert,.25,0,,,,1,1,kert,.2
1113,lem (fertile),2,8,kert,1.6,0,,,,0,,,
1113,lem-teuf,0,,,,0,,,,0,,,
1113,teuf(infertile),0,,,,0,,,,0,,,
1114,lem (fertile),2,7,kert,1.4,1,3,kert,.60000002,0,,,
1114,lem-teuf,2,1.75,kert,.34999999,0,,,,0,,,
1114,teuf(infertile),0,,,,0,,,,0,,,
1115,lem (fertile),5,18,kert,3.5999999,0,,,,0,,,
1115,lem-teuf,0,,,,0,,,,0,,,
1115,teuf(infertile),0,,,,0,,,,0,,,
1116,lem (fertile),5,22,kert,4.4000001,0,,,,0,,,
1116,lem-teuf,1,8,kert,1.6,0,,,,0,,,
1116,teuf(infertile),0,,,,0,,,,0,,,
1117,lem (fertile),3,11,kert,2.2,0,,,,0,,,
1117,lem-teuf,0,,,,0,,,,0,,,
1117,teuf(infertile),1,3,kert,.60000002,0,,,,0,,,
1118,lem (fertile),3,6,kert,1.5,0,,,,0,,,
1118,lem-teuf,2,3.5,kert,.875,0,,,,0,,,
1118,teuf(infertile),3,5.5,kert,1.375,0,,,,0,,,
1119,lem (fertile),0,,,,0,,,,0,,,
1119,lem-teuf,5,9,kert,2.25,0,,,,0,,,
1119,teuf(infertile),0,,,,0,,,,0,,,
1120,lem (fertile),1,4,kert,1,0,,,,0,,,
1120,lem-teuf,0,,,,0,,,,1,3,kert,.75
1120,teuf(infertile),2,16,kert,4,0,,,,0,,,
1121,lem (fertile),0,,,,0,,,,1,2,kert,.5
1121,lem-teuf,1,2,kert,.5,0,,,,0,,,
1121,teuf(infertile),2,10,kert,2.5,0,,,,1,3,kert,.75
1122,lem (fertile),0,,,,0,,,,0,,,
1122,lem-teuf,2,2,kert,.5,0,,,,1,1,kert,.25
1122,teuf(infertile),0,,,,0,,,,0,,,
1123,lem (fertile),1,2,kert,.5,0,,,,0,,,
1123,lem-teuf,1,3,kert,.75,0,,,,0,,,
1123,teuf(infertile),0,,,,0,,,,0,,,
1124,lem (fertile),0,,,,0,,,,0,,,
1124,lem-teuf,0,,,,0,,,,1,1.5,kert,.375
1124,teuf(infertile),0,,,,0,,,,1,2,kert,.5
1125,lem (fertile),2,4,kert,1,0,,,,1,2,kert,.5
1125,lem-teuf,0,,,,0,,,,1,5,kert,1.25
1125,teuf(infertile),1,2,kert,.5,0,,,,1,4,kert,1
1126,lem (fertile),2,8,kert,1.6,0,,,,0,,,
1126,lem-teuf,4,7,kert,1.4,0,,,,0,,,
1126,teuf(infertile),0,,,,0,,,,0,,,
1127,lem (fertile),5,10,kert,2,0,,,,0,,,
1127,lem-teuf,2,9,kert,1.8,0,,,,0,,,
1127,teuf(infertile),0,,,,0,,,,0,,,
1128,lem (fertile),3,5,kert,1,0,,,,0,,,
1128,lem-teuf,0,,,,1,5,kert,1,0,,,
1128,teuf(infertile),0,,,,0,,,,0,,,
1129,lem (fertile),2,4,kert,1,0,,,,0,,,
1129,lem-teuf,2,4,kert,1,0,,,,0,,,
1129,teuf(infertile),0,,,,0,,,,0,,,
1130,lem (fertile),3,5,kert,1.25,0,,,,0,,,
1130,lem-teuf,0,,,,0,,,,0,1,hectare,6
1130,teuf(infertile),1,1,kert,.25,0,,,,0,,,
1131,lem (fertile),0,,,,0,,,,0,,,
1131,lem-teuf,3,6,kert,1.5,0,,,,2,6.5,kert,1.625
1131,teuf(infertile),0,,,,0,,,,0,,,
1132,lem (fertile),4,18,kert,4.5,0,,,,0,,,
1132,lem-teuf,2,7,kert,1.75,0,,,,1,4,kert,1
1132,teuf(infertile),0,,,,0,,,,0,,,
1133,lem (fertile),1,2,kert,.5,0,,,,1,1,kert,.25
1133,lem-teuf,2,6,kert,1.5,0,,,,1,3,kert,.75
1133,teuf(infertile),0,,,,0,,,,1,1.5,kert,.375
1134,lem (fertile),3,7,kert,1.75,0,,,,0,,,
1134,lem-teuf,4,11,kert,2.75,0,,,,1,3,kert,.75
1134,teuf(infertile),1,4,kert,1,0,,,,0,,,
1135,lem (fertile),0,,,,0,,,,0,,,
1135,lem-teuf,1,10,kert,2.5,0,,,,0,,,
1135,teuf(infertile),1,2,kert,.5,0,,,,0,,,
1136,lem (fertile),2,6,kert,1.5,0,,,,0,,,
1136,lem-teuf,2,6,kert,1.5,0,,,,2,9,kert,2.25
1136,teuf(infertile),2,4,kert,1,0,,,,0,,,
1137,lem (fertile),0,,,,0,,,,0,,,
1137,lem-teuf,3,9,kert,2.25,0,,,,0,,,
1137,teuf(infertile),3,5,kert,1.25,0,,,,0,,,
1138,lem (fertile),4,9.25,kert,2.3125,0,,,,0,,,
1138,lem-teuf,2,8,kert,2,0,,,,0,,,
1138,teuf(infertile),0,,,,0,,,,0,,,
1139,lem (fertile),3,10,kert,2.5,0,,,,0,,,
1139,lem-teuf,1,4,kert,1,0,,,,0,,,
1139,teuf(infertile),0,,,,0,,,,0,,,
1140,lem (fertile),0,,,,0,,,,0,,,
1140,lem-teuf,1,5,kert,1.25,0,,,,1,5,kert,1.25
1140,teuf(infertile),0,,,,0,,,,0,,,
1141,lem (fertile),6,14,kert,2.8,0,,,,0,,,
1141,lem-teuf,2,4,kert,.80000001,0,,,,0,,,
1141,teuf(infertile),0,,,,0,,,,0,,,
1142,lem (fertile),2,8.5,kert,1.7,0,,,,0,,,
1142,lem-teuf,1,2,kert,.40000001,0,,,,0,,,
1142,teuf(infertile),0,,,,0,,,,0,,,
1143,lem (fertile),3,10,kert,2,1,4,kert,.80000001,0,,,
1143,lem-teuf,0,,,,0,,,,0,,,
1143,teuf(infertile),0,,,,0,,,,0,,,
1144,lem (fertile),2,3.5,kert,.69999999,0,,,,0,,,
1144,lem-teuf,2,3.5,kert,.69999999,0,,,,0,,,
1144,teuf(infertile),0,,,,0,,,,0,,,
1145,lem (fertile),1,3,kert,.60000002,0,,,,0,,,
1145,lem-teuf,3,13,kert,2.5999999,0,,,,0,,,
1145,teuf(infertile),0,,,,0,,,,0,,,
1146,lem (fertile),2,5.5,kert,1.1,0,,,,0,,,
1146,lem-teuf,1,3,kert,.60000002,0,,,,0,,,
1146,teuf(infertile),0,,,,0,,,,0,,,
1147,lem (fertile),0,,,,0,,,,0,,,
1147,lem-teuf,3,23,kert,4.5999999,0,,,,0,,,
1147,teuf(infertile),0,,,,0,,,,0,,,
1148,lem (fertile),0,,,,0,,,,0,,,
1148,lem-teuf,0,,,,0,,,,3,9,kert,1.8
1148,teuf(infertile),0,,,,0,,,,0,,,
1149,lem (fertile),0,,,,0,,,,0,,,
1149,lem-teuf,3,12,kert,2.4000001,0,,,,0,,,
1149,teuf(infertile),0,,,,0,,,,0,,,
1150,lem (fertile),6,11,kert,2.2,0,,,,0,,,
1150,lem-teuf,1,1,kert,.2,0,,,,0,,,
1150,teuf(infertile),3,5.5,kert,1.1,0,,,,0,,,
1151,lem (fertile),5,7,kert,1.4,0,,,,2,4,kert,.80000001
1151,lem-teuf,1,1,kert,.2,0,,,,0,,,
1151,teuf(infertile),1,4,kert,.80000001,0,,,,0,,,
1152,lem (fertile),6,24.5,kert,4.9000001,0,,,,0,,,
1152,lem-teuf,3,9.5,kert,1.9,0,,,,0,,,
1152,teuf(infertile),0,,,,0,,,,0,,,
1153,lem (fertile),0,,,,0,,,,2,5,kert,1
1153,lem-teuf,1,1.5,kert,.30000001,0,,,,1,3,kert,.60000002
1153,teuf(infertile),0,,,,0,,,,0,,,
1154,lem (fertile),3,6,timad,1.2,0,,,,2,7,timad,1.4
1154,lem-teuf,2,6,timad,1.2,0,,,,0,,,
1154,teuf(infertile),0,,,,0,,,,0,,,
1155,lem (fertile),2,5,kert,1,0,,,,0,,,
1155,lem-teuf,0,,,,0,,,,2,7,kert,1.4
1155,teuf(infertile),0,,,,0,,,,2,4,kert,.80000001
1156,lem (fertile),1,3,kert,.60000002,0,,,,0,,,
1156,lem-teuf,6,17,kert,3.4000001,0,,,,0,,,
1156,teuf(infertile),0,,,,0,,,,0,,,
1157,lem (fertile),1,10,kert,2,0,,,,2,6,kert,1.2
1157,lem-teuf,1,2,kert,.40000001,0,,,,2,5,kert,1
1157,teuf(infertile),0,,,,0,,,,0,,,
1158,lem (fertile),1,1,kert,.2,3,6,kert,1.2,0,,,
1158,lem-teuf,1,2,kert,.40000001,1,4,kert,.80000001,0,,,
1158,teuf(infertile),0,,,,0,,,,0,,,
1159,lem (fertile),1,7.5,kert,1.5,0,,,,0,,,
1159,lem-teuf,1,2,kert,.40000001,0,,,,1,3,kert,.60000002
1159,teuf(infertile),0,,,,0,,,,0,,,
1160,lem (fertile),2,7.5,kert,1.5,0,,,,0,,,
1160,lem-teuf,1,3.5,kert,.69999999,0,,,,0,,,
1160,teuf(infertile),0,,,,0,,,,0,,,
1041,lem (fertile),0,,,,0,,,,0,,,
1041,lem-teuf,1,21,kert,5.25,0,,,,0,,,
1041,teuf(infertile),0,,,,0,,,,0,,,
1042,lem (fertile),3,11,kert,2.2,0,,,,0,,,
1042,lem-teuf,0,,,,0,,,,0,,,
1042,teuf(infertile),0,,,,0,,,,0,,,
1043,lem (fertile),2,3.5,kert,.875,0,,,,0,,,
1043,lem-teuf,2,2,kert,.5,0,,,,1,4,kert,1
1043,teuf(infertile),0,,,,0,,,,1,3,kert,.75
1044,lem (fertile),1,10,kert,2,0,,,,0,,,
1044,lem-teuf,4,9.5,kert,1.9,0,,,,0,,,
1044,teuf(infertile),0,,,,0,,,,0,,,
1045,lem (fertile),1,7,kert,1.4,0,,,,0,,,
1045,lem-teuf,2,4.5,kert,.85000002,0,,,,0,,,
1045,teuf(infertile),1,4,kert,.80000001,0,,,,0,,,
1046,lem (fertile),3,15,kert,3,0,,,,0,,,
1046,lem-teuf,2,6,kert,1.2,0,,,,0,,,
1046,teuf(infertile),0,,,,0,,,,0,,,
1047,lem (fertile),1,2,kert,.40000001,0,,,,0,,,
1047,lem-teuf,5,12.5,kert,2.5,0,,,,1,2.5,kert,.5
1047,teuf(infertile),0,,,,0,,,,0,,,
1048,lem (fertile),0,,,,0,,,,0,,,
1048,lem-teuf,1,6,kert,1.2,0,,,,0,,,
1048,teuf(infertile),2,4,kert,.80000001,0,,,,0,,,
1049,lem (fertile),0,,,,0,,,,0,,,
1049,lem-teuf,4,13,kert,2.5999999,0,,,,0,,,
1049,teuf(infertile),1,4,kert,.80000001,0,,,,0,,,
1050,lem (fertile),2,6,kert,1.2,0,,,,1,1,kert,.2
1050,lem-teuf,0,,,,0,,,,2,3,kert,.60000002
1050,teuf(infertile),0,,,,0,,,,0,,,
1051,lem (fertile),0,,,,0,,,,0,,,
1051,lem-teuf,2,10,kert,2,0,,,,0,,,
1051,teuf(infertile),0,,,,0,,,,0,,,
1052,lem (fertile),3,11,kert,2.2,0,,,,1,1,kert,.2
1052,lem-teuf,0,,,,0,,,,0,,,
1052,teuf(infertile),0,,,,0,,,,0,,,
1053,lem (fertile),2,2,kert,.40000001,0,,,,5,10,kert,2
1053,lem-teuf,0,,,,0,,,,0,,,
1053,teuf(infertile),0,,,,0,,,,0,,,
1054,lem (fertile),6,18,kert,3.5999999,0,,,,0,,,
1054,lem-teuf,0,,,,0,,,,0,,,
1054,teuf(infertile),0,,,,0,,,,0,,,
1055,lem (fertile),0,,,,0,,,,0,,,
1055,lem-teuf,1,6,kert,1.5,0,,,,0,,,
1055,teuf(infertile),1,1,kert,.25,0,,,,0,,,
1056,lem (fertile),1,4,kert,1,0,,,,0,,,
1056,lem-teuf,4,9,kert,2.25,0,,,,0,,,
1056,teuf(infertile),1,4,kert,1,0,,,,0,,,
1057,lem (fertile),2,7,kert,1.75,0,,,,0,,,
1057,lem-teuf,1,6,kert,1.5,0,,,,0,,,
1057,teuf(infertile),1,3,kert,.75,0,,,,0,,,
1058,lem (fertile),3,10,kert,2.5,0,,,,0,,,
1058,lem-teuf,1,2,kert,.5,0,,,,0,,,
1058,teuf(infertile),2,8,kert,2,0,,,,0,,,
1059,lem (fertile),0,,,,0,,,,0,,,
1059,lem-teuf,1,4,kert,.80000001,0,,,,0,,,
1059,teuf(infertile),3,5,kert,1,0,,,,1,1,kert,.2
1060,lem (fertile),1,1.5,kert,.30000001,0,,,,0,,,
1060,lem-teuf,4,7.25,kert,1.45,0,,,,0,,,
1060,teuf(infertile),0,,,,0,,,,0,,,
1061,lem (fertile),4,14,kert,2.8,0,,,,0,,,
1061,lem-teuf,3,12.5,kert,2.5,0,,,,0,,,
1061,teuf(infertile),0,,,,0,,,,0,,,
1062,lem (fertile),0,,,,0,,,,1,5,kert,1
1062,lem-teuf,4,13,kert,2.5999999,0,,,,0,,,
1062,teuf(infertile),1,2.5,kert,.5,0,,,,1,4,kert,.80000001
1063,lem (fertile),2,3.5,kert,.69999999,0,,,,0,,,
1063,lem-teuf,3,4.25,kert,.85000002,0,,,,0,,,
1063,teuf(infertile),0,,,,0,,,,0,,,
1064,lem (fertile),0,,,,0,,,,0,,,
1064,lem-teuf,4,9.75,kert,1.95,0,,,,0,,,
1064,teuf(infertile),0,,,,0,,,,0,,,
1065,lem (fertile),4,7,kert,1.4,0,,,,0,,,
1065,lem-teuf,2,1.5,kert,.30000001,0,,,,0,,,
1065,teuf(infertile),0,,,,0,,,,0,,,
1066,lem (fertile),1,4,kert,1,0,,,,0,,,
1066,lem-teuf,5,17,kert,4.25,0,,,,0,,,
1066,teuf(infertile),1,3,kert,.75,0,,,,0,,,
1067,lem (fertile),1,5,kert,1.25,0,,,,0,,,
1067,lem-teuf,1,4,kert,1,0,,,,0,,,
1067,teuf(infertile),1,5,kert,1.25,0,,,,0,,,
1068,lem (fertile),0,,,,0,,,,0,,,
1068,lem-teuf,2,10,kert,2.5,0,,,,0,,,
1068,teuf(infertile),0,,,,0,,,,0,,,
1069,lem (fertile),0,,,,0,,,,0,,,
1069,lem-teuf,0,,,,0,,,,0,,,
1069,teuf(infertile),3,12,kert,3,0,,,,0,,,
1070,lem (fertile),0,,,,0,,,,0,,,
1070,lem-teuf,4,21,kert,5.25,0,,,,0,,,
1070,teuf(infertile),0,,,,0,,,,0,,,
1071,lem (fertile),1,2,kert,.5,0,,,,0,,,
1071,lem-teuf,2,6,kert,1.5,0,,,,0,,,
1071,teuf(infertile),0,,,,0,,,,0,,,
1072,lem (fertile),2,7,kert,1.75,0,,,,0,,,
1072,lem-teuf,4,8,kert,2,0,,,,0,,,
1072,teuf(infertile),0,,,,0,,,,0,,,
1073,lem (fertile),0,,,,0,,,,0,,,
1073,lem-teuf,4,6,kert,1.5,0,,,,0,,,
1073,teuf(infertile),1,2,kert,.5,0,,,,0,,,
1074,lem (fertile),0,,,,0,,,,0,,,
1074,lem-teuf,1,3,kert,.75,0,,,,2,3,kert,.75
1074,teuf(infertile),0,,,,0,,,,0,,,
1075,lem (fertile),2,4,kert,.80000001,0,,,,0,,,
1075,lem-teuf,3,12,kert,2.4000001,0,,,,0,,,
1075,teuf(infertile),0,,,,0,,,,0,,,
1076,lem (fertile),2,16,kert,3.2,0,,,,0,,,
1076,lem-teuf,1,3,kert,.60000002,0,,,,0,,,
1076,teuf(infertile),0,,,,0,,,,0,,,
1077,lem (fertile),0,,,,0,,,,0,,,
1077,lem-teuf,6,21,kert,5.25,0,,,,0,,,
1077,teuf(infertile),2,6,kert,1.5,0,,,,0,,,
1078,lem (fertile),1,2,kert,.5,0,,,,0,,,
1078,lem-teuf,1,1,kert,.25,0,,,,0,,,
1078,teuf(infertile),0,,,,0,,,,0,,,
1079,lem (fertile),1,2,kert,.5,0,,,,0,,,
1079,lem-teuf,1,5,kert,1.25,0,,,,0,,,
1079,teuf(infertile),0,,,,0,,,,0,,,
1080,lem (fertile),3,11.5,kert,2.875,0,,,,0,,,
1080,lem-teuf,3,8.5,kert,2.125,0,,,,0,,,
1080,teuf(infertile),0,,,,0,,,,0,,,
1081,lem (fertile),0,,,,0,,,,0,,,
1081,lem-teuf,3,5,kert,1.25,0,,,,3,8,kert,2
1081,teuf(infertile),1,1,kert,.25,0,,,,0,,,
1082,lem (fertile),0,,,,0,,,,0,,,
1082,lem-teuf,3,11,kert,2.75,0,,,,2,3,kert,.75
1082,teuf(infertile),0,,,,0,,,,0,,,
1083,lem (fertile),0,,,,0,,,,0,,,
1083,lem-teuf,1,2,kert,.5,0,,,,2,8,kert,2
1083,teuf(infertile),0,,,,0,,,,0,,,
1084,lem (fertile),0,,,,0,,,,0,,,
1084,lem-teuf,5,16,kert,4,1,3,kert,.75,0,,,
1084,teuf(infertile),0,,,,0,,,,0,,,
1085,lem (fertile),0,,,,0,,,,0,,,
1085,lem-teuf,2,7,kert,1.75,0,,,,0,,,
1085,teuf(infertile),1,8,kert,2,1,2,kert,.5,0,,,
1086,lem (fertile),2,4.5,kert,1.125,0,,,,0,,,
1086,lem-teuf,3,16,kert,4,0,,,,0,,,
1086,teuf(infertile),0,,,,0,,,,0,,,
1087,lem (fertile),3,6,kert,1.5,0,,,,0,,,
1087,lem-teuf,2,5,kert,1.25,0,,,,0,,,
1087,teuf(infertile),0,,,,0,,,,0,,,
1088,lem (fertile),3,4,kert,1,0,,,,0,,,
1088,lem-teuf,0,,,,0,,,,0,,,
1088,teuf(infertile),0,,,,0,,,,0,,,
1089,lem (fertile),1,2,kert,.5,0,,,,0,,,
1089,lem-teuf,2,2,kert,.5,0,,,,2,7,kert,1.75
1089,teuf(infertile),0,,,,0,,,,0,,,
1090,lem (fertile),2,9,kert,1.8,0,,,,0,,,
1090,lem-teuf,0,,,,0,,,,0,,,
1090,teuf(infertile),1,1,kert,.2,0,,,,0,,,
1091,lem (fertile),1,2,kert,.5,0,,,,0,,,
1091,lem-teuf,6,11.5,kert,2.875,0,,,,0,,,
1091,teuf(infertile),0,,,,0,,,,0,,,
1092,lem (fertile),1,8,kert,2,0,,,,0,,,
1092,lem-teuf,2,14,kert,3.5,0,,,,0,,,
1092,teuf(infertile),0,,,,0,,,,0,,,
1093,lem (fertile),1,2,kert,.5,0,,,,0,,,
1093,lem-teuf,0,,,,0,,,,0,,,
1093,teuf(infertile),1,4,kert,1,0,,,,0,,,
1094,lem (fertile),3,9.5,kert,2.375,0,,,,0,,,
1094,lem-teuf,4,14,kert,3.5,0,,,,0,,,
1094,teuf(infertile),0,,,,0,,,,0,,,
1161,lem (fertile),1,1,timad,.125,0,,,,0,,,
1161,lem-teuf,2,26,timad,3.25,0,,,,1,6,timad,.75
1161,teuf(infertile),2,7,timad,.875,0,,,,0,,,
1162,lem (fertile),0,,,,0,,,,0,,,
1162,lem-teuf,6,30,timad,3.75,0,,,,0,,,
1162,teuf(infertile),0,,,,0,,,,0,,,
1163,lem (fertile),0,,,,0,,,,0,,,
1163,lem-teuf,6,20,timad,2.5,0,,,,0,,,
1163,teuf(infertile),1,.25,timad,.03125,0,,,,0,,,
1164,lem (fertile),2,5,kert,.625,0,,,,0,,,
1164,lem-teuf,1,8,kert,1,0,,,,0,,,
1164,teuf(infertile),1,4,kert,.5,0,,,,0,,,
1165,lem (fertile),6,14,kert,1.75,0,,,,0,,,
1165,lem-teuf,2,8,kert,1,0,,,,0,,,
1165,teuf(infertile),0,,,,0,,,,0,,,
1166,lem (fertile),1,.5,kert,.0625,0,,,,0,,,
1166,lem-teuf,0,,,,0,,,,0,,,
1166,teuf(infertile),2,10,kert,1.25,0,,,,0,,,
1167,lem (fertile),3,6,kert,.75,0,,,,0,,,
1167,lem-teuf,1,6,kert,.75,0,,,,0,,,
1167,teuf(infertile),1,3,kert,.375,0,,,,0,,,
1168,lem (fertile),2,7,kert,.875,0,,,,2,4,kert,.5
1168,lem-teuf,1,8,kert,1,0,,,,0,,,
1168,teuf(infertile),0,,,,0,,,,0,,,
1169,lem (fertile),4,11,kert,1.375,0,,,,0,,,
1169,lem-teuf,2,5,kert,.625,0,,,,0,,,
1169,teuf(infertile),2,5,kert,.625,0,,,,0,,,
1170,lem (fertile),1,2,timad,.25,0,,,,3,11,timad,1.375
1170,lem-teuf,1,1,timad,.125,0,,,,0,,,
1170,teuf(infertile),0,,,,0,,,,0,,,
1171,lem (fertile),2,5,timad,.625,0,,,,3,5,timad,.625
1171,lem-teuf,0,,,,0,,,,0,,,
1171,teuf(infertile),1,5,timad,.625,0,,,,0,,,
1172,lem (fertile),1,3,timad,.375,0,,,,0,,,
1172,lem-teuf,3,46,timad,5.75,0,,,,1,19,timad,2.375
1172,teuf(infertile),0,,,,0,,,,0,,,
1173,lem (fertile),2,3.5,timad,.4375,0,,,,0,,,
1173,lem-teuf,3,5.5,timad,.6875,0,,,,0,,,
1173,teuf(infertile),0,,,,0,,,,0,,,
1174,lem (fertile),2,3.5,timad,.4375,0,,,,0,,,
1174,lem-teuf,2,7,timad,.875,0,,,,0,,,
1174,teuf(infertile),0,,,,0,,,,0,,,
1175,lem (fertile),3,9.5,timad,1.1875,0,,,,0,,,
1175,lem-teuf,1,4,timad,.5,0,,,,0,,,
1175,teuf(infertile),1,1.5,timad,.1875,0,,,,0,,,
1176,lem (fertile),2,8.5,kert,2.125,0,,,,0,,,
1176,lem-teuf,2,7,kert,1.75,0,,,,0,,,
1176,teuf(infertile),0,,,,0,,,,0,,,
1177,lem (fertile),2,2,kert,.5,0,,,,0,,,
1177,lem-teuf,0,,,,0,,,,3,7,kert,1.75
1177,teuf(infertile),0,,,,0,,,,0,,,
1178,lem (fertile),3,5.5,kert,1.375,0,,,,0,,,
1178,lem-teuf,2,3,kert,.75,0,,,,2,2,kert,.5
1178,teuf(infertile),0,,,,0,,,,0,,,
1179,lem (fertile),6,9.25,kert,2.3125,0,,,,0,,,
1179,lem-teuf,2,3,kert,.75,0,,,,0,,,
1179,teuf(infertile),0,,,,0,,,,0,,,
1180,lem (fertile),1,1,kert,.25,1,1,kert,.25,0,,,
1180,lem-teuf,3,3,kert,.75,1,2,kert,.5,0,,,
1180,teuf(infertile),0,,,,0,,,,0,,,
1181,lem (fertile),3,12.5,timad,1.5625,0,,,,0,,,
1181,lem-teuf,1,4,timad,.5,0,,,,0,,,
1181,teuf(infertile),1,6,timad,.75,0,,,,0,,,
1182,lem (fertile),0,,,,0,,,,2,2.5,timad,.3125
1182,lem-teuf,4,9,timad,1.125,0,,,,1,2,timad,.25
1182,teuf(infertile),0,,,,0,,,,0,,,
1183,lem (fertile),3,2,timad,.25,0,,,,0,,,
1183,lem-teuf,3,13,timad,1.625,0,,,,0,,,
1183,teuf(infertile),0,,,,0,,,,0,,,
1184,lem (fertile),2,1.25,timad,.156,1,4,timad,.5,0,,,
1184,lem-teuf,1,2,timad,.25,1,5,timad,.625,0,,,
1184,teuf(infertile),0,,,,0,,,,0,,,
1185,lem (fertile),0,,,,0,,,,0,,,
1185,lem-teuf,2,11,timad,1.375,0,,,,0,,,
1185,teuf(infertile),3,16,timad,2,0,,,,0,,,
1186,lem (fertile),1,1,kert,.25,0,,,,1,4,kert,1
1186,lem-teuf,1,6,kert,1.5,0,,,,0,,,
1186,teuf(infertile),0,,,,0,,,,0,,,
1187,lem (fertile),2,2,kert,.5,0,,,,3,8,kert,2
1187,lem-teuf,6,20.5,kert,5.125,0,,,,0,,,
1187,teuf(infertile),1,2,kert,.5,0,,,,0,,,
