hhid,sectionb3,sectionb4,sectionb5,sectionb6,sectionb7,sectionb8,sectionb9,sectionb10,sectionb11,sectionb12,sectionb13,sectionb14,sectionb15
741,lem (fertile),2,1,kada,.25,0,,,,0,,,
741,lem-teuf,0,,,,0,,,,0,,,
741,teuf(infertile),2,2,kada,.5,0,,,,1,.5,kada,.125
742,lem (fertile),2,2,kada,.5,0,,,,0,,,
742,lem-teuf,3,3,kada,.75,0,,,,1,1,kada,.25
742,teuf(infertile),0,,,,0,,,,0,,,
743,lem (fertile),1,.25,kada,.0625,0,,,,3,2,kada,.5
743,lem-teuf,0,,,,0,,,,1,2,kada,.5
743,teuf(infertile),0,,,,0,,,,0,,,
744,lem (fertile),2,2,kada,.5,0,,,,2,3,kada,.75
744,lem-teuf,2,3,kada,.75,0,,,,1,1,kada,.25
744,teuf(infertile),0,,,,0,,,,0,,,
745,lem (fertile),3,5.5,kada,1.375,0,,,,0,,,
745,lem-teuf,2,1.5,kada,.375,0,,,,0,,,
745,teuf(infertile),0,,,,0,,,,0,,,
746,lem (fertile),0,,,,0,,,,2,2,kada,.5
746,lem-teuf,2,4,kada,1,0,,,,0,,,
746,teuf(infertile),1,1,kada,.25,0,,,,0,,,
747,lem (fertile),2,2,kada,.5,0,,,,0,,,
747,lem-teuf,3,3,kada,.75,0,,,,1,1,kada,.25
747,teuf(infertile),0,,,,0,,,,0,,,
748,lem (fertile),3,3,kada,.75,0,,,,0,,,
748,lem-teuf,6,8,kada,2,0,,,,0,,,
748,teuf(infertile),0,,,,0,,,,0,,,
749,lem (fertile),1,1,kada,.25,0,,,,0,,,
749,lem-teuf,4,5,kada,1.25,0,,,,0,,,
749,teuf(infertile),0,,,,0,,,,0,,,
750,lem (fertile),0,,,,0,,,,0,,,
750,lem-teuf,4,4,kada,1,0,,,,3,3.5,kada,.875
750,teuf(infertile),1,.5,kada,.125,0,,,,0,,,
751,lem (fertile),2,2.5,kada,.625,0,,,,1,1,kada,.25
751,lem-teuf,1,.5,kada,.125,0,,,,0,,,
751,teuf(infertile),3,2.25,kada,.5625,0,,,,0,,,
752,lem (fertile),1,.5,kada,.125,0,,,,1,1,kada,.25
752,lem-teuf,1,.5,kada,.125,0,,,,1,.5,kada,.125
752,teuf(infertile),1,2,kada,.5,0,,,,0,,,
753,lem (fertile),1,.5,kada,.125,0,,,,0,,,
753,lem-teuf,1,.5,kada,.125,0,,,,2,2.5,kada,.625
753,teuf(infertile),0,,,,0,,,,0,,,
754,lem (fertile),0,,,,0,,,,0,,,
754,lem-teuf,3,3.75,kada,.9375,0,,,,2,2,kada,.5
754,teuf(infertile),0,,,,0,,,,0,,,
755,lem (fertile),0,,,,0,,,,0,,,
755,lem-teuf,3,5,kada,1.25,0,,,,0,,,
755,teuf(infertile),0,,,,0,,,,0,,,
756,lem (fertile),1,1,kada,.25,0,,,,0,,,
756,lem-teuf,4,3,kada,.75,0,,,,0,,,
756,teuf(infertile),0,,,,0,,,,0,,,
757,lem (fertile),3,2.5,kada,.625,0,,,,0,,,
757,lem-teuf,2,2,kada,.5,0,,,,0,,,
757,teuf(infertile),0,,,,0,,,,0,,,
758,lem (fertile),3,2.5,kada,.625,0,,,,0,,,
758,lem-teuf,2,1,kada,.25,0,,,,0,,,
758,teuf(infertile),0,,,,0,,,,0,,,
759,lem (fertile),0,,,,0,,,,0,,,
759,lem-teuf,0,,,,0,,,,0,,,
759,teuf(infertile),5,3.75,kada,.9375,0,,,,0,,,
760,lem (fertile),2,1.5,kada,.375,0,,,,0,,,
760,lem-teuf,2,2.5,kada,.625,0,,,,1,.5,kada,.125
760,teuf(infertile),0,,,,0,,,,0,,,
581,lem (fertile),0,,,,0,,,,3,9,kert,2.25
581,lem-teuf,0,,,,0,,,,0,,,
581,teuf(infertile),0,,,,0,,,,0,,,
582,lem (fertile),3,10.5,kert,2.625,0,,,,1,1,kert,.25
582,lem-teuf,0,,,,0,,,,0,,,
582,teuf(infertile),0,,,,0,,,,0,,,
583,lem (fertile),5,12,kert,3,0,,,,1,2,kert,.5
583,lem-teuf,0,,,,0,,,,0,,,
583,teuf(infertile),0,,,,0,,,,0,,,
584,lem (fertile),6,15.5,kert,3.875,0,,,,0,,,
584,lem-teuf,0,,,,0,,,,0,,,
584,teuf(infertile),0,,,,0,,,,0,,,
585,lem (fertile),6,13.5,kert,3.375,0,,,,0,,,
585,lem-teuf,0,,,,0,,,,0,,,
585,teuf(infertile),0,,,,0,,,,0,,,
586,lem (fertile),0,,,,0,,,,0,,,
586,lem-teuf,3,8,kert,2,0,,,,0,,,
586,teuf(infertile),0,,,,0,,,,0,,,
587,lem (fertile),2,3,kert,.75,0,,,,1,3,kert,.75
587,lem-teuf,2,8,kert,2,0,,,,0,,,
587,teuf(infertile),0,,,,0,,,,0,,,
588,lem (fertile),5,20,kert,5,0,,,,0,,,
588,lem-teuf,0,,,,0,,,,0,,,
588,teuf(infertile),0,,,,0,,,,0,,,
589,lem (fertile),7,21.5,kert,5.375,0,,,,3,9.5,kert,2.375
589,lem-teuf,0,,,,0,,,,0,,,
589,teuf(infertile),0,,,,0,,,,0,,,
590,lem (fertile),4,8,kert,2,0,,,,3,5.5,kert,1.375
590,lem-teuf,0,,,,0,,,,1,1.5,kert,.375
590,teuf(infertile),0,,,,0,,,,0,,,
591,lem (fertile),8,26.5,kert,6.625,0,,,,0,,,
591,lem-teuf,0,,,,0,,,,0,,,
591,teuf(infertile),0,,,,0,,,,0,,,
592,lem (fertile),4,7,kert,1.75,0,,,,3,8.5,kert,2.125
592,lem-teuf,1,1.5,kert,.375,0,,,,0,,,
592,teuf(infertile),0,,,,0,,,,0,,,
593,lem (fertile),4,21,kert,5.25,0,,,,3,14,kert,3.5
593,lem-teuf,2,6,kert,1.5,0,,,,4,10,kert,2.5
593,teuf(infertile),0,,,,0,,,,0,,,
594,lem (fertile),4,11.25,kert,2.813,0,,,,0,,,
594,lem-teuf,0,,,,0,,,,0,,,
594,teuf(infertile),0,,,,0,,,,0,,,
595,lem (fertile),4,17.5,kert,4.375,0,,,,0,,,
595,lem-teuf,0,,,,0,,,,0,,,
595,teuf(infertile),0,,,,0,,,,0,,,
596,lem (fertile),2,3,kert,.75,0,,,,0,,,
596,lem-teuf,2,5,kert,1.25,0,,,,0,,,
596,teuf(infertile),0,,,,0,,,,0,,,
597,lem (fertile),1,1.5,kert,.375,0,,,,1,3,kert,.75
597,lem-teuf,3,3,kert,.75,0,,,,1,2,kert,.5
597,teuf(infertile),0,,,,0,,,,0,,,
598,lem (fertile),3,4,kert,1,0,,,,2,2,kert,.5
598,lem-teuf,1,2,kert,.5,0,,,,0,,,
598,teuf(infertile),0,,,,0,,,,0,,,
599,lem (fertile),2,3.5,kert,.875,0,,,,2,5,kert,1.25
599,lem-teuf,1,2,kert,.5,0,,,,0,,,
599,teuf(infertile),0,,,,0,,,,0,,,
600,lem (fertile),4,6.5,kert,1.625,0,,,,0,,,
600,lem-teuf,7,13.5,kert,3.375,0,,,,2,3,kert,.75
600,teuf(infertile),0,,,,0,,,,0,,,
601,lem (fertile),4,14,kert,3.5,0,,,,0,,,
601,lem-teuf,0,,,,0,,,,0,,,
601,teuf(infertile),0,,,,0,,,,0,,,
602,lem (fertile),4,6,kert,1.5,0,,,,0,,,
602,lem-teuf,0,,,,0,,,,0,,,
602,teuf(infertile),0,,,,0,,,,0,,,
603,lem (fertile),4,12,kert,3,0,,,,0,,,
603,lem-teuf,0,,,,0,,,,0,,,
603,teuf(infertile),0,,,,0,,,,0,,,
604,lem (fertile),3,11,kert,2.75,0,,,,7,18,kert,4.5
604,lem-teuf,0,,,,0,,,,0,,,
604,teuf(infertile),0,,,,0,,,,0,,,
606,lem (fertile),2,14,kert,3.5,0,,,,0,,,
606,lem-teuf,0,,,,0,,,,0,,,
606,teuf(infertile),0,,,,0,,,,0,,,
607,lem (fertile),6,9,kert,2.25,0,,,,0,,,
607,lem-teuf,0,,,,0,,,,0,,,
607,teuf(infertile),0,,,,0,,,,0,,,
608,lem (fertile),3,14.5,kert,3.625,0,,,,1,2,kert,.5
608,lem-teuf,0,,,,0,,,,0,,,
608,teuf(infertile),0,,,,0,,,,0,,,
609,lem (fertile),3,4,kert,1,0,,,,7,21.5,kert,5.375
609,lem-teuf,0,,,,0,,,,0,,,
609,teuf(infertile),0,,,,0,,,,0,,,
610,lem (fertile),6,13.5,kert,3.375,0,,,,0,,,
610,lem-teuf,0,,,,0,,,,0,,,
610,teuf(infertile),0,,,,0,,,,0,,,
622,lem (fertile),3,7,kert,1.75,0,,,,2,4,kert,1
622,lem-teuf,2,4,kert,1,0,,,,0,,,
622,teuf(infertile),0,,,,0,,,,0,,,
623,lem (fertile),0,,,,0,,,,0,,,
623,lem-teuf,3,8,kert,2,0,,,,0,,,
623,teuf(infertile),5,5.5,kert,1.375,0,,,,0,,,
624,lem (fertile),3,8,kert,2,0,,,,1,2,kert,.5
624,lem-teuf,2,3,kert,.75,0,,,,3,5,kert,1.25
624,teuf(infertile),0,,,,0,,,,1,1,kert,.25
625,lem (fertile),3,5,timad,1.25,0,,,,0,,,
625,lem-teuf,1,6,timad,1.5,0,,,,2,6,timad,1.5
625,teuf(infertile),1,1,timad,.25,0,,,,0,,,
626,lem (fertile),3,2.75,hectare,2.75,0,,,,0,,,
626,lem-teuf,3,1.25,hectare,1.25,1,2,hectare,2,0,,,
626,teuf(infertile),2,1,hectare,1,0,,,,0,,,
627,lem (fertile),3,8,kert,2,0,,,,1,1,kert,.25
627,lem-teuf,0,,,,0,,,,2,2,kert,.5
627,teuf(infertile),0,,,,0,,,,0,,,
628,lem (fertile),1,1,kert,.25,0,,,,0,,,
628,lem-teuf,2,12,kert,3,0,,,,0,,,
628,teuf(infertile),1,3,kert,.75,0,,,,0,,,
629,lem (fertile),1,2,kert,.5,0,,,,3,3,kert,.75
629,lem-teuf,1,1,kert,.25,0,,,,3,5.5,kert,1.375
629,teuf(infertile),0,,,,0,,,,0,,,
630,lem (fertile),0,,,,0,,,,4,4,kert,1
630,lem-teuf,2,2,kert,.5,0,,,,0,,,
630,teuf(infertile),0,,,,0,,,,0,,,
631,lem (fertile),3,10,kert,2.5,0,,,,0,,,
631,lem-teuf,0,,,,0,,,,0,,,
631,teuf(infertile),0,,,,0,,,,0,,,
633,lem (fertile),0,,,,0,,,,0,,,
633,lem-teuf,4,16,kert,4,0,,,,0,,,
633,teuf(infertile),0,,,,0,,,,0,,,
634,lem (fertile),0,,,,0,,,,0,,,
634,lem-teuf,2,7.5,kert,1.875,0,,,,6,8,kert,2
634,teuf(infertile),1,.5,kert,.125,0,,,,0,,,
635,lem (fertile),4,4.5,kert,1.125,0,,,,0,,,
635,lem-teuf,3,9,kert,2.25,0,,,,0,,,
635,teuf(infertile),1,2,kert,.5,0,,,,0,,,
636,lem (fertile),0,,,,0,,,,0,,,
636,lem-teuf,5,8,kert,2,1,1,kert,.25,1,2,kert,.5
636,teuf(infertile),2,8,kert,2,1,1,kert,.25,1,4,kert,1
637,lem (fertile),1,15,kert,3.75,0,,,,8,18,kert,4.5
637,lem-teuf,0,,,,0,,,,4,11,kert,2.75
637,teuf(infertile),0,,,,0,,,,0,,,
638,lem (fertile),6,24,kert,6,0,,,,1,2,kert,.5
638,lem-teuf,0,,,,0,,,,0,,,
638,teuf(infertile),2,5,kert,1.25,0,,,,0,,,
639,lem (fertile),3,6,kert,1.5,0,,,,0,,,
639,lem-teuf,2,10,kert,2.5,0,,,,1,3,kert,.75
639,teuf(infertile),3,9,kert,2.25,0,,,,0,,,
640,lem (fertile),1,1,kert,.25,0,,,,0,,,
640,lem-teuf,2,3.5,kert,.875,1,1.5,kert,.375,0,,,
640,teuf(infertile),0,,,,0,,,,0,,,
761,lem (fertile),4,10,kert,1.66,0,,,,0,,,
761,lem-teuf,1,2,kert,.33000001,0,,,,0,,,
761,teuf(infertile),0,,,,0,,,,0,,,
762,lem (fertile),4,12.5,kert,2.0799999,0,,,,0,,,
762,lem-teuf,4,5,kert,.82999998,0,,,,1,1,kert,.16
762,teuf(infertile),0,,,,0,,,,1,6,kert,1
763,lem (fertile),5,8,kert,2,1,4,kert,1,3,6,kert,1.5
763,lem-teuf,1,2,kert,.5,0,,,,0,,,
763,teuf(infertile),0,,,,0,,,,0,,,
764,lem (fertile),0,,,,0,,,,1,1,kert,.25
764,lem-teuf,1,3,kert,.75,0,,,,2,2,kert,.5
764,teuf(infertile),0,,,,0,,,,0,,,
770,lem (fertile),4,16.5,timad,2.0625,1,12,timad,1.5,0,,,
770,lem-teuf,1,4,timad,.5,0,,,,0,,,
770,teuf(infertile),0,,,,0,,,,1,20,timad,2.5
767,lem (fertile),2,2.125,kert,.53125,0,,,,1,.5,kert,.125
767,lem-teuf,0,,,,0,,,,0,,,
767,teuf(infertile),0,,,,0,,,,0,,,
768,lem (fertile),4,4,kert,1,1,1,kert,.25,0,,,
768,lem-teuf,1,1.5,kert,.375,0,,,,0,,,
768,teuf(infertile),0,,,,0,,,,0,,,
766,lem (fertile),2,1.5,kert,.375,0,,,,0,,,
766,lem-teuf,6,6,kert,1.5,0,,,,2,2,kert,.5
766,teuf(infertile),1,1,kert,.25,0,,,,0,,,
769,lem (fertile),2,3,kert,.75,0,,,,1,2,kert,.5
769,lem-teuf,0,,,,0,,,,2,2,kert,.5
769,teuf(infertile),0,,,,0,,,,0,,,
765,lem (fertile),3,5.5,kert,4.375,0,,,,2,2,kert,.5
765,lem-teuf,2,3,kert,.75,0,,,,0,,,
765,teuf(infertile),3,7.5,kert,1.875,0,,,,0,,,
771,lem (fertile),3,7,kert,1.75,0,,,,0,,,
771,lem-teuf,8,10.5,kert,2.625,0,,,,0,,,
771,teuf(infertile),4,4.5,kert,1.125,0,,,,0,,,
772,lem (fertile),2,2,kert,.5,0,,,,1,2,kert,.5
772,lem-teuf,3,3,kert,.75,0,,,,0,,,
772,teuf(infertile),0,,,,0,,,,0,,,
775,lem (fertile),2,5,kert,1.25,0,,,,0,,,
775,lem-teuf,3,6,kert,1.5,0,,,,1,1,kert,.25
775,teuf(infertile),0,,,,0,,,,0,,,
774,lem (fertile),4,5.5,kert,1.375,0,,,,0,,,
774,lem-teuf,1,4,kert,1,0,,,,0,,,
774,teuf(infertile),0,,,,0,,,,0,,,
773,lem (fertile),5,13,kert,3.25,0,,,,0,,,
773,lem-teuf,6,8,kert,2,0,,,,0,,,
773,teuf(infertile),0,,,,0,,,,0,,,
776,lem (fertile),5,4.5,kert,1.125,0,,,,3,3.5,kert,.875
776,lem-teuf,1,2,kert,.5,0,,,,1,1,kert,.25
776,teuf(infertile),1,3,kert,.75,0,,,,1,1,kert,.25
781,lem (fertile),1,3,kert,.75,3,8.5,kert,2.125,0,,,
781,lem-teuf,0,,,,0,,,,0,,,
781,teuf(infertile),0,,,,0,,,,0,,,
782,lem (fertile),2,4.5,kert,1.125,0,,,,4,5,kert,1.25
782,lem-teuf,0,,,,0,,,,0,,,
782,teuf(infertile),0,,,,0,,,,0,,,
783,lem (fertile),2,2,kert,.5,0,,,,0,,,
783,lem-teuf,0,,,,0,,,,0,,,
783,teuf(infertile),3,4.125,kert,1.03125,0,,,,0,,,
784,lem (fertile),3,20,timad,2.5,0,,,,1,4,timad,.5
784,lem-teuf,0,,,,0,,,,0,,,
784,teuf(infertile),1,1,timad,.125,0,,,,0,,,
785,lem (fertile),2,3,timad,.375,0,,,,0,,,
785,lem-teuf,3,10,timad,1.25,0,,,,0,,,
785,teuf(infertile),0,,,,0,,,,0,,,
786,lem (fertile),1,1,kert,.25,0,,,,0,,,
786,lem-teuf,5,3.125,kert,.78125,0,,,,0,,,
786,teuf(infertile),0,,,,0,,,,0,,,
787,lem (fertile),0,,,,1,4,timad,.5,0,,,
787,lem-teuf,1,4,timad,.5,0,,,,0,,,
787,teuf(infertile),2,9,timad,1.125,0,,,,0,,,
788,lem (fertile),1,8,timad,1,0,,,,4,21,timad,2.625
788,lem-teuf,1,8,timad,1,0,,,,0,,,
788,teuf(infertile),1,2,timad,.25,0,,,,0,,,
789,lem (fertile),0,,,,0,,,,0,,,
789,lem-teuf,0,,,,0,,,,0,,,
789,teuf(infertile),2,9,timad,1.125,0,,,,0,,,
790,lem (fertile),2,5.5,timad,.6875,0,,,,2,7,timad,.875
790,lem-teuf,0,,,,0,,,,1,2,timad,.25
790,teuf(infertile),0,,,,0,,,,0,,,
791,lem (fertile),4,18,timad,2.25,0,,,,0,,,
791,lem-teuf,1,2,timad,.25,0,,,,0,,,
791,teuf(infertile),0,,,,0,,,,0,,,
792,lem (fertile),0,,,,0,,,,2,4.5,kert,.75
792,lem-teuf,2,2.5,kert,.41600001,0,,,,3,3,kert,.5
792,teuf(infertile),0,,,,0,,,,0,,,
793,lem (fertile),1,1,kert,.25,0,,,,0,,,
793,lem-teuf,2,4,kert,1,0,,,,0,,,
793,teuf(infertile),2,3,kert,.75,0,,,,0,,,
794,lem (fertile),2,2,kert,.33000001,0,,,,2,3,kert,.5
794,lem-teuf,0,,,,0,,,,0,,,
794,teuf(infertile),0,,,,0,,,,0,,,
795,lem (fertile),3,25,timad,3.125,0,,,,0,,,
795,lem-teuf,0,,,,0,,,,0,,,
795,teuf(infertile),0,,,,1,6,timad,.75,0,,,
796,lem (fertile),6,10,kert,1.66,0,,,,0,,,
796,lem-teuf,0,,,,0,,,,0,,,
796,teuf(infertile),0,,,,0,,,,0,,,
797,lem (fertile),0,,,,0,,,,0,,,
797,lem-teuf,4,7,kert,1.166,0,,,,0,,,
797,teuf(infertile),0,,,,0,,,,0,,,
798,lem (fertile),0,,,,0,,,,2,1,kert,.25
798,lem-teuf,1,3,kert,.75,0,,,,0,,,
798,teuf(infertile),4,10,kert,2.5,0,,,,0,,,
799,lem (fertile),4,7,kert,1.16,0,,,,0,,,
799,lem-teuf,5,9,kert,1.5,0,,,,0,,,
799,teuf(infertile),0,,,,0,,,,0,,,
800,lem (fertile),3,6.5,kert,1.08,0,,,,0,,,
800,lem-teuf,7,13.5,kert,2.25,0,,,,0,,,
800,teuf(infertile),0,,,,0,,,,0,,,
778,lem (fertile),0,,,,0,2,timad,.25,1,2,timad,.25
778,lem-teuf,1,4,timad,.5,0,,,,5,11.5,timad,1.4375
778,teuf(infertile),0,,,,0,,,,0,,,
779,lem (fertile),2,3,kert,.5,3,4,kert,.66000003,0,,,
779,lem-teuf,1,1,kert,.16,0,,,,0,,,
779,teuf(infertile),1,1,kert,.16,0,,,,0,,,
780,lem (fertile),1,2,kert,.5,0,,,,0,,,
780,lem-teuf,4,10,kert,2.5,0,,,,0,,,
780,teuf(infertile),0,,,,0,,,,0,,,
128,lem (fertile),5,11,kert,2.75,0,,,,6,15,kert,3.75
128,lem-teuf,0,,,,0,,,,2,7,kert,1.75
128,teuf(infertile),0,,,,0,,,,0,,,
261,lem (fertile),0,,,,0,,,,6,64,kert,16
261,lem-teuf,0,,,,0,,,,4,60,kert,15
261,teuf(infertile),1,4,kert,1,0,,,,0,,,
777,lem (fertile),2,2,kert,.5,0,,,,6,9,kert,2.25
777,lem-teuf,0,,,,0,,,,6,7,kert,1.75
777,teuf(infertile),0,,,,0,,,,13,18,kert,4.5
181,lem (fertile),3,26,kert,6.5,0,,,,7,54,kert,13.5
181,lem-teuf,0,,,,0,,,,0,,,
181,teuf(infertile),1,2,kert,.5,0,,,,0,,,
620,lem (fertile),5,12,kert,3,0,,,,0,,,
620,lem-teuf,3,5,kert,1.25,0,,,,1,4,kert,1
620,teuf(infertile),2,4,kert,1,0,,,,1,1,kert,.25
605,lem (fertile),4,11.5,kert,2.875,0,,,,10,27,kert,6.75
605,lem-teuf,0,,,,0,,,,0,,,
605,teuf(infertile),0,,,,0,,,,0,,,
